Question,Answer
"מערכת מידע ארגונית מסוג ERP תוגדר בצורה הטובה ביותר כ: 
1.  מערכת מידע תומכת החלטות 
2.  מערכת מידע ניהולית 
3.  מערכת לניהול המשאבים הארגוניים המשלב את מירב צורכי המידע של הארגון תחת ""קורת גג"" אחת 
4.  מערכת מידע תפעולית 
 .",1
"יפנים השתלטו לי על המחשב ורשמו שעד שאשלם 50000$ המחשב בידם, באיזה סוג קוד זדוני הם השתמשו
 
1. וירוס
 
2.   כופר
 
3.   סוס טרויאני
 
4.   תולעת
 
 .",4
"ChatGPT היא מערכת מידע המשתמשת ב:
 
1. בינה מלאכותית
 
2. מערכות המלצה
 
3. בינה עסקית
 
4. BI
 
 .",1
"AGLIE הוא
 
1.   אף תשובה אינה נכונה
 
2.   מודל פיתוח תוכנה מיושן, אינו בר שימוש כיום.
 
3.   מודל פיתוח תוכנה שמתנהל לפי רשימת דרישות נושמת שמשתנה כל הזמן
 
4.   מערכת בסיס נתונים
 
 .",2
"תומר חווה ילדות קשה מאוד, כשכל חבריו לכיתה לעגו לו על כך שהוא חסר פיגמנטים. כעת, כשהוא איש חכם מאוד ויש לו עסק משלו, הוא מעוניין להקים רשת חברתית עבור אנשים לבקנים שיוכלו לשתף אחד את השני בחוויות הקשות שלהם. כיצד היית מגדיר את האתר שתומר יקים?
 
1.   Community provider
 
2.   Market creator
 
3.   Service provider
 
4.   Transaction broker
 
 .",3
"אתר יד 2 הוא דוגמה לאתר: (יש לבחור את התשובה הכי נכונה)
 
1.  C2C2B
  
2.  C2C
  
3.  B2B
  
4.  C2B
  
 .",2
"איזה מבין הבאים מתעד את בצורה מדויקת את פעילותנו באינטרנט (תיעוד של כל פעולות העכבר)?
 
1.   Bentch Consistent Hospale (dialog ditrict)
 
2.   Object Orianted
 
3.   (Transaction log (click stream
 
4.   Cycle Jam (specific)
 
 .",3
"RFID יכול לשמש ל:
 
1. מעקב אחר רכבים בכביש אגרה
 
2. תשלום אוטומטי בסופר
 
3. מעקב אחרי פריטים שונים במחסן
 
4. כל התשובות נכונות
 
 .",4
"RFID יכול לשמש ל:
 
1. תשלום אוטומטי בסופר
 
2. מעקב אחרי פריטים שונים במחסן
 
3. מעקב אחר רכבים בכביש אגרה
 
4. כל התשובות נכונות
 
 .",1
"המודל ההיררכי אל מול מודל הרשתי- איזה טענה נכונה?
 
1.   המבנה הרשתי בעל מבנה לא גמיש, לעומתו המודל ההיררכי בעל מבנה גמיש
 
2.   המודל ההיררכי בנוי בצורה של אב אחד למספר בנים, לעומתו המודל הרשתי מאפשר שבן יהיה מקושר למספר אבות
 
3.   שני המודלים קלים מאוד לבנייה ולתחזוק, והם הנפוצים ביותר מבין כלל המודלים הקיימים
 
4.   המודל הרשתי לא רלוונטי בימנו, וכיום אין בו שימוש כלל
 
 .",1
"מהי המגמה שהובילה את הפיכת טכנולוגיות המידע למוצר צריכה?
 
1.  ירידה מתמדת במחירי החומרה והתקשורת
  
2.  כל התשובות נכונות
  
3. מחשב בכל כיס
  
4.  מיקור חוץ - קיום חברות חיצוניות שמוכנות לנהל את שרותי המחשוב עבורי
 
 .",4
"מדוע קיימים מערכות חינמיות לבסיסי נתונים (OPEN SOURCE)?
 
1.   כל התשובות נכונות
 
2.   לייצר כלכלה חדשה ע""י תמיכה ברעיונות ללא יכולת פיתוח
 
3.   להתאמן ולצבור נסיון בתכנות
 
4.   להתנגד לחברות מערכות המידע הגדולות השולטות
 
 .",4
"מהו ההבדל העיקרי בין מודל עיסקי B2B לB2C? סמן את התשובה הנכונה ביותר
 
1.   קהל היעד של הראשון הוא לעסקים ואילו לשני הוא ספקים
 
2.   כל התשובות נכונות
 
3.   מודל ההכנסות של הראשון מבוסס על הכנסות ממכירות ושל השני ממודל דמי-פרימיום
 
4.   הראשון הוא בין עסק לעסק ואילו השני בין עסק לצרכן
 
 .",2
"סיסמא, כרטיס זיהוי, טביעת אצבע וחתימה הם דוגמאות ל:
 
1.   בקרת גישה
 
2.   אבטחת תקשורת
 
3.   אבטחה פיסית
 
4.   אבטחת תוכנה
 
 .",4
"איזה מבין הבאים מתעד את בצורה מדויקת את פעילותנו באינטרנט (תיעוד של כל פעולות העכבר)?
 
1.   (Transaction log (click stream
 
2.   Object Orianted
 
3.   Bentch Consistent Hospale (dialog ditrict)
 
4.   Cycle Jam (specific)
 
 .",4
"אתה מנכ""ל חברה מצליחה למחשבים, אילו מהבאים לא הייתה מחשיב בתור תועלת מוחשית לחברה?
 
1.   מספר המכירות גדלו ביחס לרבעון הקודם
 
2.   הביאו מכונה חדשה שעושה עבודה שדרשה שלושה עובדים בעבר
 
3.   העובדים מרוצים ושמחים יותר לבוא לעבוד
 
4.   נמכר פי 2 מהמלאי מתחילת השנה ביחס לשנה שעברה
 
 .",1
"מהו יתרון וחסרון אפשריים במדיניות של ""אתר חם"" כתוכנית התאוששות?
 
1.   יתרון – התאוששות מהירה. חסרון – קרבה פיזית של האתרים (במקרה של אסון).
 
2.   יתרון – עלות נמוכה. חסרון – התאוששות איטית.
 
3.   יתרון – עלות נמוכה. חסרון – חוסר גיבוי מספק של המידע.
 
4.   יתרון – התאוששות מידית. חסרון – עלות כפולה.
 
 .",3
"אתר יד 2 הוא דוגמה לאתר: (יש לבחור את התשובה הכי נכונה)
 
1.  C2C
  
2.  B2B
  
3.  C2B
  
4.  C2C2B
  
 .",2
"מהו ההיגד הנכון ביותר:
 
1. מחשב רזה יעבד בקלות תוכנה שמנה
  
2. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
3. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
4. תוכנה רזה תעבוד בקלות על מחשב שמן
  
 .",2
"באיזו דרך מתקשרים בסיס נתונים ותוכנה?
 
1.   בפרוטוקל תקשורת
 
2.   לטינית
 
3.   מורס
 
4. עברית
 
 .",3
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. מודל הספירלה
 
2. Agile
 
3. RAD
 
4. Firewall
 
 .",3
"מה המבאים יהיה שדה המפתח הטוב ביותר ברשימת לקוחות?
 
1.   תאריך הקנייה הראשון של הלקוח מהסוף להתחלה
 
2.   תאריך לידה
 
3.   שם פרטי + שם משפחה
 
4.   מספר ת""ז
 
 .",2
"ICLOUD, DROPBOX ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   C2B מסוג Market Creator.
 
2.   C2B מסוג Service Provider.
 
3.   B2C מסוג Transaction Broker.
 
4.   B2C מסוג Service Provider.
 
 .",4
"איזה ממודלי הסבת הנתונים הבאים הוא המהיר ביותר להטמעה?
 
1. הסבה פיילוט
 
2. הסבה הדרגתית
 
3. הסבה במקביל
 
4. הסבה מיידית (Big bang)
 
 .",1
"איזה מהבאים הוא תכונה של מחשב ""שמן""
 
1.   ניתן להתקין עליו רק תוכנות מסוג מסוים
 
2.   זכרון וכוח עיבוד גדול *
 
3.   תמיד מגיע בצבע מסוים
 
4.   חומרתו חייבת להיות מסוג מאוד מסוים
 
 .",3
"מהי ההגדרה של TCO?
 
1.   כלל העלויות הכרוכות בהטמעת המערכת בארגון
 
2.   כלל ההחזר על ההשקעה במערכת
 
3.   כלל ההכנסות בעקבות הטמעת הארגון
 
4.   כלל התועלת מהטמעת המערכת בחברה
 
 .",1
"מה המבאים יהיה שדה המפתח הטוב ביותר ברשימת לקוחות?
 
1.   מספר ת""ז
 
2.   שם פרטי + שם משפחה
 
3.   תאריך הקנייה הראשון של הלקוח מהסוף להתחלה
 
4.   תאריך לידה
 
 .",2
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. עולם המורכב מאווטרים
 
2. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
3. השם החדש של פייסבוק 
 
4. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
 .",3
"מסחר מסוג B2C הוא מסחר שבו:
 
1. לקוחות כותבים חוות דעת על עסקים
 
2. עסקים מקימים סביבות בהן לקוחות יכולים לסחור זה עם זה
 
3. לקוחות מוכרים לעסקים
 
4. עסקים מוכרים ללקוחות
 
 .",4
"מהמשפטים הבאים מה נכון לומר על מודל ""מפל המים""?
 
1. תהליך שיטתי ולוגי המורכב משלבים מוגדרים.
 
2. הלקוח מעורב בפרויקט באופן מל
 
3. ניתן לבצע בו שינויים לכל אורך הפרויקט.
 
4. מתודולוגיה שמתאימה לפרויקטים גמישים ולא סופיים.
 
 .",4
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. Firewall
 
2. RAD
 
3. מודל הספירלה
 
4. Agile
 
 .",2
"מה מהבאים נכון לגבי הקשר בין מערכות המלצה (recommendation systems) ומערכות תומכות החלטה (decision support systems)?
 
1. מערכות תומכות החלטה מיועדות לעסקים ומערכות המלצה משמשות בסחר אלקטרוני
 
2. מערכות המלצה ומערכות תומכות החלטה זה אותו דבר בשם אחר ובשימוש בתחום אחר
 
3. מערכות תומכות החלטה הן סוג של מערכות המלצה
 
4. מערכות המלצה מתמקדות בהמלצה על מוצרים או שירותים בעוד מערכת תומכות החלטה מתמקדות בהצגת מידע ונתונים למקבלי ההחלטות באופן שיעזור להם לקבל החלטה
 
 .",2
"איך יכול להיגרם נזק לחברה מגורם אנושי פנימי?
 
1.   כל התשובות נכונות
 
2.   כניסה למייל זדוני
 
3.   שפיכת קפה על השרת של החברה
 
4.   דיווח על טכנולוגיות לחברה מתחרה
 
 .",1
"מה מהבאים נכון לגבי הקשר בין מערכות המלצה (recommendation systems) ומערכות תומכות החלטה (decision support systems)?
 
1. מערכות תומכות החלטה הן סוג של מערכות המלצה
 
2. מערכות המלצה מתמקדות בהמלצה על מוצרים או שירותים בעוד מערכת תומכות החלטה מתמקדות בהצגת מידע ונתונים למקבלי ההחלטות באופן שיעזור להם לקבל החלטה
 
3. מערכות תומכות החלטה מיועדות לעסקים ומערכות המלצה משמשות בסחר אלקטרוני
 
4. מערכות המלצה ומערכות תומכות החלטה זה אותו דבר בשם אחר ובשימוש בתחום אחר
 
 .",4
"מהם מקורות הסיכון לחברה מבחינת אבטחת המידע?
 
1. תקלה טכנית בכונן קשיח חשוב בחברה
 
2. כניסה למייל Phishing (דיוג) על ידי עובד חברה
 
3. עובד שבטעות מחק נתונים חשובים מתוך בסיס הנתונים
 
4. השתתפות עובד בכנס בו נמצאים נציגי המתחרים
 
 .",1
"ChatGPT היא מערכת מידע המשתמשת ב:
 
1. מערכות המלצה
 
2. בינה מלאכותית
 
3. BI
 
4. בינה עסקית
 
 .",3
"מה מהבאים נכון לגבי הקשר בין מערכות המלצה (recommendation systems) ומערכות תומכות החלטה (decision support systems)?
 
1. מערכות תומכות החלטה מיועדות לעסקים ומערכות המלצה משמשות בסחר אלקטרוני
 
2. מערכות המלצה ומערכות תומכות החלטה זה אותו דבר בשם אחר ובשימוש בתחום אחר
 
3. מערכות המלצה מתמקדות בהמלצה על מוצרים או שירותים בעוד מערכת תומכות החלטה מתמקדות בהצגת מידע ונתונים למקבלי ההחלטות באופן שיעזור להם לקבל החלטה
 
4. מערכות תומכות החלטה הן סוג של מערכות המלצה
 
 .",4
"למה ארגונים שומרים מידע?
 
1.    כדי לתעד היסטוריה
  
2.    כדי לאפשר קבלת החלטות טובות יותר
  
3.    כי ארגונים לא אוהבים למחוק מידע
  
4.    כיוון שעלויות האחסון נמוכות מאוד
  
 .",4
"פרויקטים של פיתוח תוכנה נכשלים בשכיחות גבוהה, מדוע?
 
1.   כל התשובות נכונות
 
2.   תוכנה אינה מוצר מוחשי
 
3.   מהירות השינויים הטכנולוגיים
 
4.   חוסר יציבות של דרישות המשתמשים
 
 .",4
"אילו מבין התשובות אינה אופציה לסוג מערכת המלצה קיימת?
 
1.    המלצות מותאמות משכורת שמאפשרת סוג קניות זה
  
2.    המלצה ע""פ רכישות דומות שבוצעו בעבר
  
3.    המלצה לפריטים על בסיס דמיון של המשתמש למשתמשים אחרים
  
4.    המלצה לפריטים הדומים לאלה שצורך המשתמש
  
 .",4
"מהו ההיגד הנכון ביותר:
 
1. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
2. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
3. מחשב רזה יעבד בקלות תוכנה שמנה
  
4. תוכנה רזה תעבוד בקלות על מחשב שמן
  
 .",4
"מה מהבאים נכון לגבי DBMS?
 
1.    כל התשובות נכונות
  
2.    מערכת תוכנה המנהלת בסיס נתונים
  
3.    מאפשרת כתיבה וקריאה מבסיס הנתונים (ע""פ הגדרת המתכנת)
  
4.    מספקת שירותי נתונים למספר רב של יישומים שונים בו זמנית
  
 .",4
"איזה מבין הבאים הוא חסרון של ERP?
 
1. מערכת יקרה
 
2. כל התשובות נכונות
 
3. נדרש תהליך הטמעה איטנסיבי
 
4. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
 .",1
"מה התפקיד העיקרי של – FIREWALL?
 
1.  נותן אפשרות ללקוחות הארגונים לבצע עסקאות עם הארגון
  
2.  בקרה על הכניסה והיציאה של התקשורת מהרשת הארגונית
  
3.  אנטי וירוס ארגוני
  
4.  עיבודים מתמטיים מרוכבים
  
 .",2
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
2.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
3.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
4.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
 .",2
"למה עוזרת מערכת המלצה?
 
1.   מסייעת לארגון יעיל של אתר האינטרנט שלך לנטר ביקוש של מוצרים
 
2.   מסייעת במתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבור המשתמש
 
3.   מנפיקה אפשרויות ייעול לתפקוד האישי
 
4.   ממליצה למחשב מתי הוא צריך לנוח ואיזה תוכנות מכבידות מאוד עליו
 
 .",4
"איזה מבין המשפטים הבאים נכון?
 
1. מידע הוא הצגת נתונים מסוימים בצורה אקראית.
 
2. מידע הוא אוסף של נתונים, וידע הוא המשמעות שהמידע מקבל על ידי האדם.
 
3. חשוב שלמכונה יהיה ידע, על מנת שנוכל להיעזר בה בתהליכי קבלת החלטות.
 
4. חוכמה היא היכולת לקבל החלטה בעזרתה של מכונה.
 
 .",4
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
3. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
 .",3
"TRANSACTION LOG היא דרך
 
1.  לאסוף מידע על צרכן באמצעות שמירה של כל לחיצה שלו על קישור בבסיס נתונים   
2.    לאסוף מידע על צרכן באמצעות טפסים שהלקוח ממלא באינטרנט
    
3.   לשמור עוגיות על מחשב החברה    
4.   מדד אפקטיביות לפרסומות מקוונות
   
 .",4
"בעבודה מול הענן, מה נעדיף?
 
1.   תקשורת מהירה *
 
2.   מספר קטן של שכבות
 
3.   שרת חזק
 
4.   מחשב שמן
 
 .",2
"למה ארגונים שומרים מידע?
 
1.    כדי לאפשר קבלת החלטות טובות יותר
  
2.    כדי לתעד היסטוריה
  
3.    כי ארגונים לא אוהבים למחוק מידע
  
4.    כיוון שעלויות האחסון נמוכות מאוד
  
 .",1
"מה ההבדל העיקרי בין מודל מפל המים לבין מודל ה AGILE?
 
1.   מודל ה AGILE גמיש בהרבה ממפל המים, שכמעט לא ניתן לשינוי *
 
2.   זמן בניית הפרויקט ארוך הרבה יותר במודל ה AGILE
 
3.   מחיר מודל מפל המים גדול ממחיר מודל ה AGILE
 
4.   AGILE דורש דרישות ידועות מראש, לעומת מפל המים שיכול לשנות החלטות
 
 .",2
"מה מהבאות אינה תכונה של מחשב שמן?
 
1. כוח עיבוד רב
  
2. יכולות גרפיות גבוהות
  
3. התקנת תוכנות רזות בלבד
  
4. זיכרון עבודה גדול 
 .",2
"RFID יכול לשמש ל:
 
1. תשלום אוטומטי בסופר
 
2. כל התשובות נכונות
 
3. מעקב אחר רכבים בכביש אגרה
 
4. מעקב אחרי פריטים שונים במחסן
 
 .",1
"איזה מבין הבאים הוא חסרון של  תוכנות ERP?
 
1. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
2. מערכת יקרה
 
3. נדרש תהליך הטמעה ממושך
 
4. כל התשובות נכונות
 
 .",4
"מהי מערכת המלצה?
 
1.   מערכת המנפיקה הצעות ייעול לתפקוד המחשב
 
2.   מערכת המסייעת לארגון יעיל של זכרון המחשב
 
3.   מערכת הממליצה למחשב באיזה סוג פרוטוקול להשתמש
 
4.   מסייעת למשתמשים על ידי מתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבורם
 
 .",1
"איזה מהמשפטים הבאים נכון?
 
1. ניתן להריץ תוכנה רזה על מחשב שמן.
 
2. נעדיף לתכנת תוכנה שמנה ככל שניתן על מנת שכמה שיותר משתמשים יוכלו להשתמש בה.
 
3. ניתן להריץ תוכנה שמנה על מחשב רזה.
 
4. ניתן להגיד כי אתר אינטרנט הוא לקוח שמן.
 
 .",4
"במערכות קבצים מסורתיות, קיימת התקלה האופיינית:
 
1.   כל התשובות נכונות
 
2.   מידע סותר
 
3.   כפילויות במידע
 
4.   מידע חסר
 
 .",4
"מה מהבאים הינו תועלת בלתי מוחשית?
 
1.   צמצום בכוח אדם
 
2.   אף תשובה אינה נכונה
 
3.   הגדלת המכירות
 
4.   עלייה במוניטין החברה
 
 .",4
"מהי המגמה שהובילה את הפיכת טכנולוגיות המידע למוצר צריכה?
 
1. מחשב בכל כיס
  
2.  מיקור חוץ - קיום חברות חיצוניות שמוכנות לנהל את שרותי המחשוב עבורי
 
3.  ירידה מתמדת במחירי החומרה והתקשורת
  
4.  כל התשובות נכונות
  
 .",2
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
3. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
 .",2
"מה התכונה החשובה ביותר של שדה מפתח?
 
1.   ממספר את הרשומות בסדר עולה
 
2.   זהה בכל הרשומות
 
3. מוצפן
 
4.   חד חד ערכי
 
 .",1
"מהם מקורות הסיכון לחברה מבחינת אבטחת המידע?
 
1. תקלה טכנית בכונן קשיח חשוב בחברה
 
2. השתתפות עובד בכנס בו נמצאים נציגי המתחרים
 
3. כניסה למייל Phishing (דיוג) על ידי עובד חברה
 
4. עובד שבטעות מחק נתונים חשובים מתוך בסיס הנתונים
 
 .",2
"מדוע קיימים מערכות חינמיות לבסיסי נתונים (OPEN SOURCE)?
 
1.   לייצר כלכלה חדשה ע""י תמיכה ברעיונות ללא יכולת פיתוח
 
2.   להתאמן ולצבור נסיון בתכנות
 
3.   להתנגד לחברות מערכות המידע הגדולות השולטות
 
4.   כל התשובות נכונות
 
 .",2
"מה התכונה החשובה ביותר של שדה מפתח?
 
1.   זהה בכל הרשומות
 
2.   חד חד ערכי
 
3. מוצפן
 
4.   ממספר את הרשומות בסדר עולה
 
 .",3
"סיסמא, כרטיס זיהוי, טביעת אצבע וחתימה הם דוגמאות ל:
 
1.   אבטחת תקשורת
 
2.   בקרת גישה
 
3.   אבטחת תוכנה
 
4.   אבטחה פיסית
 
 .",2
"איזה מבין הבאים הוא חסרון של  תוכנות ERP?
 
1. מערכת יקרה
 
2. כל התשובות נכונות
 
3. נדרש תהליך הטמעה ממושך
 
4. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
 .",1
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. מודל הספירלה
 
2. Firewall
 
3. Agile
 
4. RAD
 
 .",1
"מהמשפטים הבאים מה נכון לומר על מודל ""מפל המים""?
 
1. הלקוח מעורב בפרויקט באופן מל
 
2. תהליך שיטתי ולוגי המורכב משלבים מוגדרים.
 
3. ניתן לבצע בו שינויים לכל אורך הפרויקט.
 
4. מתודולוגיה שמתאימה לפרויקטים גמישים ולא סופיים.
 
 .",3
"אילו מהבאים מאפיין טוב ארגון ללא כוונת רווח?
 
1. הוא ביזורי
 
2. יש לו הרבה הכנסות
 
3. הוא מודרני
 
4. בדר כלל אין בו השקעה במערכות מידע מתקדמות
 
 .",2
"ChatGPT היא מערכת מידע המשתמשת ב:
 
1. בינה עסקית
 
2. BI
 
3. בינה מלאכותית
 
4. מערכות המלצה
 
 .",4
"אילו מהבאים מאפיין טוב ארגון ללא כוונת רווח?
 
1. בדר כלל אין בו השקעה במערכות מידע מתקדמות
 
2. יש לו הרבה הכנסות
 
3. הוא מודרני
 
4. הוא ביזורי
 
 .",3
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. עולם המורכב מאווטרים
 
2. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
3. השם החדש של פייסבוק 
 
4. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
 .",1
"מנכ״ל חברת מקדונלדס אחראי על סניפי החברה, החברה משתמשת במערכות מידע, כדי לאסוף את כל הנתונים הנוגעים להתפתחות החברה מה הייתם מציעים למנכ״לֹ לעשות כדי לאסוף את הנתונים ההכרחיים.
 
1.   להשתמש בשליחים שיביאו את בסיסי הנתונים למטה המרכזי של החברה
 
2.   לקבל דיווח אישי על פי דעתו של כל מנהל סניף
 
3.   להגיע אישית לכל סניף לאסוף את הנתונים
 
4.   להשתמש במחסן הנתונים שמופק ממערכת ניהול בסיסי הנתונים, ולעבוד לפיכך
 
 .",2
"בפיתוח מערכת מידע בארגון - באיזה שלב נבצע הדרכה למשתמשים?
 
1.   שלב התחזוקה
 
2.   שלב העיצוב
 
3.   שלב היישום והטמעה
 
4.   שלב התכנון
 
 .",1
"TRANSACTION LOG היא דרך
 
1.  לאסוף מידע על צרכן באמצעות שמירה של כל לחיצה שלו על קישור בבסיס נתונים   
2.   מדד אפקטיביות לפרסומות מקוונות
   
3.   לשמור עוגיות על מחשב החברה    
4.    לאסוף מידע על צרכן באמצעות טפסים שהלקוח ממלא באינטרנט
    
 .",2
"מה מהבאים נכון לגבי DBMS?
 
1.    מאפשרת כתיבה וקריאה מבסיס הנתונים (ע""פ הגדרת המתכנת)
  
2.    כל התשובות נכונות
  
3.    מערכת תוכנה המנהלת בסיס נתונים
  
4.    מספקת שירותי נתונים למספר רב של יישומים שונים בו זמנית
  
 .",2
"בחר/י בתשובה הנכונה
 
1.   במודל 'מפל המים' ניתן לשנות את הדרישות מהמוצר תוך כדי התהליך בקלות ובלי כל תהליך מיוחד
 
2.   מודל 'מפל המים' הוא מודל מסודר, המחלק את הפרויקט לחלקים. במודל תמיד עובדים לפי הסדר ואי אפשר לעבור לשלב הבא לפני שהנוכחי נחתם ע'י הגורמים האחראיים *
 
3.   פרויקט בניה מזכיר פרויקט תוכנה בהיבט הסיכוי שלו להצליח
 
4.   מודל 'מפל המים' הוא המודל הנפוץ ביותר כיום עקב גמישותו לשינויים
 
 .",2
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. השם החדש של פייסבוק 
 
2. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
3. עולם המורכב מאווטרים
 
4. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
 .",1
"אם ארצה לאפשר למשתמש מחוץ לארגון בעיר אחרת לגלוש ברשת הארגונית שלי אשתמש ב-
 
1. FIREWALL
 
2. NFC
 
3. SSL
 
4.   VPN
 
 .",3
"אם ארצה לאפשר למשתמש מחוץ לארגון בעיר אחרת לגלוש ברשת הארגונית שלי אשתמש ב-
 
1. SSL
 
2. FIREWALL
 
3. NFC
 
4.   VPN
 
 .",1
"מהו ההיגד הנכון ביותר:
 
1. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
2. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
3. תוכנה רזה תעבוד בקלות על מחשב שמן
  
4. מחשב רזה יעבד בקלות תוכנה שמנה
  
 .",1
"פוטנציאל קיבולת ההעברה מאפיין את רוחב הסרט, ככל שרוחב הפס גדול יותר:
 
1. המחיר זול יותר.
 
2. המידע העובר בו זמין יותר.
 
3. המקלט עלול לפענח את המידע באופן פחות נאמן.
 
4. ניתן להעביר כמות גדולה של נתונים בקצב גבוהה.
 
 .",1
"מה מהבאים נכון לגבי הקשר בין מערכות המלצה (recommendation systems) ומערכות תומכות החלטה (decision support systems)?
 
1. מערכות המלצה מתמקדות בהמלצה על מוצרים או שירותים בעוד מערכת תומכות החלטה מתמקדות בהצגת מידע ונתונים למקבלי ההחלטות באופן שיעזור להם לקבל החלטה
 
2. מערכות המלצה ומערכות תומכות החלטה זה אותו דבר בשם אחר ובשימוש בתחום אחר
 
3. מערכות תומכות החלטה מיועדות לעסקים ומערכות המלצה משמשות בסחר אלקטרוני
 
4. מערכות תומכות החלטה הן סוג של מערכות המלצה
 
 .",1
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
2.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
3.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
4.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
 .",3
"פוטנציאל קיבולת ההעברה מאפיין את רוחב הסרט, ככל שרוחב הפס גדול יותר:
 
1. המחיר זול יותר.
 
2. ניתן להעביר כמות גדולה של נתונים בקצב גבוהה.
 
3. המקלט עלול לפענח את המידע באופן פחות נאמן.
 
4. המידע העובר בו זמין יותר.
 
 .",4
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
2.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
3.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
4.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
 .",4
